,Job Title,Company Name,Location,Salary Estimate,Rating,Description
380,Senior Machine Learning Scientist,Best Buy,"Minneapolis, MN",$112K - $201K (Employer est.),3.6,"Applying software engineering skills to develop and deploy solutions that can scale to millions of requests per second with millisecond latency.&hellip;
Skills: TensorFlow, AWS, Machine learning, Deep learning, Cleaning"
381,Data Scientist,"iCONECT Development, LLC","Washington, DC",$150K - $165K (Employer est.),3.1,"Additionally, you will work closely with cross-functional teams using the latest GenAI tools to build agents that would extract intelligence and automate…&hellip;
Skills: Statistics, Data mining, Signal processing, Data structures, Machine learning"
382,Data Scientist I (Mid-Level) – P&C Innovation Data Science,USAA,"San Antonio, TX",$114K - $205K (Employer est.),3.3,"4 years of experience in a predictive analytics or data analysis OR advanced degree (e.g., Master’s, PhD) in mathematics, computer science, statistics,…&hellip;
Skills: TensorFlow, Statistics, XML, Computer vision, R"
383,Data Scientist,GliaCell Technologies,"Annapolis Junction, MD",$50K - $120K (Employer est.),4.8,"Experience compiling various data sources via computer scripting, statistical analysis, data modeling, etc. The mission is to provide technical expertise that…&hellip;
Skills: Microsoft Excel, Management, DevOps, Machine learning, Scripting"
384,"Senior Data Scientist, AWS Support",Amazon,"Bellevue, WA",$143K - $248K (Employer est.),3.6,"Master's degree in a quantitative field such as statistics, mathematics, data science, business analytics, economics, finance, engineering, or computer science.&hellip;
Skills: Computer science, MATLAB, SAS, R, Tableau"
385,Data Scientist - Connected Intelligence,Qualtrics,"Seattle, WA",$121K - $229K (Employer est.),3.5,"Bringing a specific core technical/methodological strength to our team that can help drive our work with that added perspective (e.g., specific LLM experience;…&hellip;
Skills: Management, R, Qualtrics, Machine learning, Experimental design"
386,Data Scientist - Surveillance Model Design (SVP),Citi,"Jersey City, NJ",$177K - $265K (Employer est.),3.7,"Five to eight years of experience in data science, machine learning, quantitative research, quantitative analysis, advanced statistical methods, surveillance…&hellip;
Skills: TensorFlow, Data modeling, Big data, Analysis skills, Sentiment analytics"
387,Senior Data Analyst,Flow,"New York, NY",$120K - $170K (Employer est.),4.0,"5-10 years of experience in data analysis or related field with a proven track record of leveraging data to drive business outcomes, plus if you have worked…&hellip;
Skills: Business intelligence, Data analysis skills, Tableau, SQL, Analysis skills"
388,Senior Data Scientist - Products,Credit One Bank,"Las Vegas, NV",-1,3.6,"Common responsibilities will include designing and reading tests for new products, models, tools, and acquisition strategies; conducting “what-if-scenario”…&hellip;
Skills: Microsoft Excel, Data analysis skills, Public speaking, Research, SQL"
389,Data Scientist (Operations),Roche,"Carlsbad, CA",$111K - $205K (Employer est.),4.2,"EPlex streamlines the diagnostic workflow from physician order entry to the final test report and is the true sample-to-answer solution designed to improve…&hellip;
Skills: TensorFlow, Statistics, Image processing, Immunoassays, Signal processing"
390,Growth Data Scientist,Adobe,"San Francisco, CA",$109K - $192K (Employer est.),4.2,"A master’s degree in computer science, statistics, physics or a related field is desired. Technical undergrad and equivalent experience in the field is required…&hellip;
Skills: Statistics, Power BI, R, Apache Hive, Tableau"
391,Senior Data Scientist,AbbVie,"Mettawa, IL",$117K - $150K (Glassdoor est.),4.0,"5+ years of working experience in data science framework and knowledge of using all the statistical or AI/ML learning models to address business use cases with…&hellip;
Skills: Jira, TensorFlow, CI/CD, Power BI, Data mining"
392,Senior Data Scientist,Natera,"San Carlos, CA",$125K - $156K (Employer est.),3.5,"5+ years of experience in data science, machine learning, or data engineering in biotechnology, life sciences, operations research, or a related field.&hellip;
Skills: TensorFlow, Data analysis skills, SQL, Project management, Machine learning"
393,Data Scientist,Imprint,"New York, NY",$150K - $250K (Employer est.),2.9,"6+ years of experience in data science, analytics, or a related field—ideally at a high-growth startup or fintech company. Be a champion of A/B testing.&hellip;
Skills: Turkish, SQL, Analysis skills, Data science, Python"
394,Data Scientist,Amentum,"Fort Bragg, NC",-1,3.7,"The contractor shall apply hardware engineering and software design theories and principles to researching, developing, and reviewing EA products.&hellip;
Skills: MATLAB, Management, Military, R, Employment & labor law"
395,Senior Field Data Scientist,Mastercard,"Atlanta, GA",$115K - $184K (Employer est.),4.2,"Experience in understanding customer needs and using those to build design docs or technical specifications. Work with customer IT and engineering resources to…&hellip;
Skills: Information security, SQL, Analysis skills, Project management, Machine learning"
396,Sr Decision Scientist,CVS Health,"Wellesley, MA",$111K - $222K (Employer est.),3.2,"3+ years of experience in business analytics, analytical consulting or a related field, with a proven ability to communicate and consult effectively with…&hellip;
Skills: Microsoft Powerpoint, Management, SQL, Analysis skills, A/B testing"
397,Data Scientist - Strategic Analytics,"ACUITY, A Mutual Insurance Company","Sheboygan, WI",$112K - $143K (Glassdoor est.),4.5,"Initiative to independently design and develop own deliverables while still being a team player. Bachelor’s degree in data science, statistics, mathematics,…&hellip;
Skills: Data mining, SAS, R, Business analysis, Data analysis skills"
398,Data Scientist - Supply Chain,Rockwell Automation,"Milwaukee, WI",-1,3.7,"Knowledge of data mining techniques and ability to integrate multiple, large datasets in a complex analysis with clear business outcomes.&hellip;
Skills: TensorFlow, Data mining, ERP systems, Analysis skills, Machine learning"
399,Senior Product Data Scientist,Celonis,"Palo Alto, CA",$164K - $214K (Employer est.),3.8,"Collaborate with partners across the product and engineering teams to understand business motivations; formulate and deliver data analysis by engaging across…&hellip;
Skills: Jira, SQL, Math, Machine learning, Agile"
400,Data Scientist,"Associated Energy Group, LLC","Miami, FL",$74K - $131K (Glassdoor est.),4.3,"BSc/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred.&hellip;
Skills: Power BI, Data modeling, Cloud infrastructure, Data mining, Management"
401,Data Scientist,Sleeper,"San Francisco, CA",$75K - $175K (Employer est.),5.0,"Ability to visualize and communicate insights clearly to both technical and non-technical stakeholders. Define and develop core metrics to measure product…&hellip;
Skills: Data modeling, Business intelligence, SQL, Experimental design, Data science"
402,Data Scientist,BlueHub Capital,"Boston, MA",-1,4.2,"Ability to communicate complex technical findings and recommendations to non-technical stakeholders clearly and effectively.&hellip;
Skills: Computer science, Power BI, Management, R, NoSQL"
403,Data Scientist Analyst,REVOLVE,"Cerritos, CA",$100K - $120K (Employer est.),3.4,"Conduct complex analysis and build models to uncover key learning form data, leading to appropriate strategy recommendations. Other duties may be assigned.&hellip;
Skills: Statistics, Computer science, E-commerce, SQL, Analysis skills"
404,Data Scientist,The Swift Group,"Tysons Corner, VA",$50K - $290K (Employer est.),4.6,"Demonstrated experience developing, validating, and using methodologies to support analytic requirements in Clustered Computing environments.&hellip;
Skills: Elasticsearch, MongoDB, Information security, SQL, Analysis skills"
405,Senior Data Scientist,Dataiku,Remote,$150K - $200K (Employer est.),3.6,"This includes supporting their discovery of the platform, helping integrate Dataiku with other tools and technologies, some user training, and co-developing…&hellip;
Skills: Software deployment, R, Public speaking, SQL, JavaScript"
406,Senior Data Scientist,"Magna Exteriors America Holdings, Inc.","Troy, MI",-1,3.7,"Education/Special Knowledge - bachelor’s or master’s degree in data science, Computer Engineering, Mechanical Engineering, or a related field.&hellip;
Skills: TensorFlow, AWS, Machine learning, Manufacturing, AI"
407,Senior Data Scientist,Johnson & Johnson,"Titusville, FL",$102K - $141K (Glassdoor est.),4.1,"Ph.D. with 2+ years of experience, or M.S. with 5+ years, B.S. with 7+ years of relevant pharma experience, with degree in Computer Sciences, Statistics,…&hellip;
Skills: Data mining, Vendor management, R, Data analysis skills, SQL"
408,Data Scientist Principal,The University of Kansas Health System,United States,-1,3.9,"6 or more years experience working with various statistical methods, such as regression analysis, time series analysis, experimental design, etc.&hellip;
Skills: Statistics, Computer science, Power BI, Data mining, Relational databases"
409,Data Scientist,Capgemini,"Camden, NJ",$41.61 - $65.01 Per Hour (Employer est.),3.8,"Preferred experience in data engineering, data science, or operations research/analysis. Stay informed on next-generation data and analytical tools.&hellip;
Skills: CI/CD, Azure, R, SQL, Analysis skills"
410,Data Scientist,Steampunk,"McLean, VA",$125K - $160K (Employer est.),4.2,"Bachelor's degree in computer science, information systems, engineering, business, or a scientific or technical discipline. Familiarity with Flask is a plus.&hellip;
Skills: ArcGIS, TensorFlow, Elasticsearch, Power BI, Data modeling"
411,Operations Research Data Scientist,UnityAI,"Nashville, TN",-1,-1,"Our AI agents help our clients schedule their patients and staff, and we’re seeking a hands-on specialist in operations research to own the creation and…&hellip;
Skills: TensorFlow, Statistics, Data modeling, Management, Calculus"
412,Data Scientist Associate - AI/ML Solutions,New York City Department of Health and Mental Hygiene,"Long Island City, NY",$93K (Employer est.),3.5,"The Bureau of Data Technology and Strategy seeks a Data Science Associate to provide technical support for the application of data science to study public…&hellip;
Skills: Ontology, TensorFlow, Azure, Software deployment, Google Cloud Platform"
413,Principal Data Scientist - National Remote,Optum,"Edina, MN",$107K - $194K (Employer est.),3.5,"Produces innovative solutions driven by exploratory data analysis from unstructured, diverse datasets that leads to the development and implementation of a…&hellip;
Skills: Microsoft Powerpoint, Statistics, Power BI, Microsoft Excel, Management"
